XVal,YVal,ZVal
-0.006883206311613321,0.00538464542478323,0.0010538127971813083
-0.003376888344064355,0.005507150664925575,0.0038575888611376286
-0.0035004590172320604,0.005242432467639446,0.0009992180857807398
-0.0070943948812782764,0.007880027405917645,0.0022770026698708534
-0.005362274590879679,0.004348675720393658,0.0027326694689691067
-0.0022889869287610054,0.004463990684598684,0.005281847435981035
-0.003695402294397354,0.00609437795355916,0.002065015025436878
-0.003367567202076316,0.006842725910246372,0.0030655646696686745
-0.004998486954718828,0.005702626891434193,0.00546294217929244
-0.004143878817558289,0.00529569573700428,-0.00010626012954162434
-0.0057564228773117065,0.0067569720558822155,0.0007294398383237422
-0.004689560271799564,0.0046394928358495235,0.0007600661483593285
-0.003200586885213852,0.006487460341304541,0.0040823593735694885
-0.0038962047547101974,0.005193696822971106,0.0008870989549905062
-0.004344680812209845,0.004846420604735613,0.002885801251977682
-0.003951065707951784,0.004519117996096611,0.003465837799012661
-0.005855758674442768,0.006337524391710758,0.002945722546428442
-0.006482933182269335,0.004313788376748562,0.0026202842127531767
-0.004354268312454224,0.008155131712555885,-0.00020160128769930452
-0.003817907767370343,0.00293347192928195,0.00196381495334208
-0.005030711181461811,0.007448328658938408,0.0019347865600138903
-0.0046514770947396755,0.005733785685151815,0.0016045545926317573
-0.005691708065569401,0.006137521006166935,0.0017840516520664096
-0.003591272747144103,0.005619003437459469,0.0015670040156692266
-0.0028280108235776424,0.005974003113806248,0.0017070862231776118
-0.003846936160698533,0.0049707903526723385,0.001651426195167005
-0.004911934491246939,0.007570301648229361,0.00375985074788332
-0.004777977243065834,0.007552192080765963,0.0016855146968737245
-0.005277852527797222,0.006142847239971161,0.0023494407068938017
-0.00452684098854661,0.006247776094824076,0.0017014936311170459
-0.005272526293992996,0.005425391718745232,0.0009017463307827711
-0.004448277875781059,0.005976932588964701,0.0027417242527008057
-0.0024679512716829777,0.004009921569377184,0.0012492889072746038
-0.007909588515758514,0.005714344792068005,0.0027150926180183887
-0.006813697516918182,0.005336708389222622,0.001374457380734384
-0.0049529471434652805,0.007119694724678993,0.0017243968322873116
-0.0006985471700318158,0.0041822283528745174,0.003460245206952095
-0.005311941262334585,0.004185956437140703,0.0009813748765736818
-0.005536179058253765,0.006649380549788475,0.003222158644348383
-0.004231496714055538,0.0052232579328119755,0.003070624778047204
-0.005644037388265133,0.0046847667545080185,0.0029403960797935724
-0.007758853491395712,0.003949468024075031,0.0009454221581108868
-0.0024972460232675076,0.004718322306871414,0.0018322548130527139
-0.005130579695105553,0.004844822455197573,0.0006258428329601884
-0.008008924312889576,0.004188885912299156,0.004711398389190435
-0.005726861767470837,0.004093545023351908,0.003979827743023634
-0.004237089306116104,0.00794341042637825,0.0008130630594678223
-0.006223807577043772,0.00256382510997355,0.0031281490810215473
-0.0067452541552484035,0.0041462755762040615,0.0011760519118979573
-0.004512459971010685,0.004994758404791355,0.0011715245200321078
-0.004454403184354305,0.003575559938326478,0.0021411816123872995
-0.005181978922337294,0.004841360729187727,0.002097505610436201
-0.007938616909086704,0.006850183010101318,0.0018748653819784522
-0.005086637567728758,0.0049460227601230145,0.0019630161114037037
-0.004254932515323162,0.007840879261493683,0.0016753945965319872
-0.006557767745107412,0.0012551478575915098,-0.001300155185163021
-0.004493019077926874,0.003753991797566414,0.0027627632953226566
-0.006337258033454418,0.005319930613040924,0.00213585514575243
-0.003564641112461686,0.007483482826501131,0.0028764803428202868
-0.0034490597900003195,0.005227252375334501,0.001642637769691646
-0.00723527604714036,0.0028663603588938713,0.0013672668719664216
-0.005754824727773666,0.00552206439897418,0.0019944412633776665
-0.006583866663277149,0.00018375810759607702,0.00233825552277267
-0.005947371479123831,0.003183010034263134,0.0034786208998411894
-0.0032000544015318155,0.002680737990885973,0.004388889297842979
-0.006411826703697443,0.0044232443906366825,0.003150519449263811
-0.005045092198997736,0.005245095584541559,0.0024578312877565622
-0.006308762356638908,0.005706089083105326,0.003397927153855562
-0.0055004931055009365,0.005570534151047468,0.001787779969163239
-0.005270928610116243,0.005280515644699335,0.0007187871960923076
-0.005293831694871187,0.0009438242996111512,0.0019710054621100426
-0.003500991500914097,0.005899168085306883,0.005664543714374304
-0.005363340023905039,0.006292783189564943,0.0009416937828063965
-0.005133242812007666,0.007114368490874767,0.0008559399866499007
-0.007419832982122898,0.006072539836168289,0.002635730430483818
-0.007445399183779955,0.006680007092654705,0.0028594359755516052
-0.003668770659714937,0.005061071366071701,0.0023821976501494646
-0.0030802120454609394,0.005343899130821228,0.0036645096261054277
-0.0037787591572850943,0.007552991155534983,0.0034751589410007
-0.0037768951151520014,0.0052168662659823895,0.0012721919920295477
-0.003950266633182764,0.006429137196391821,0.0011970909545198083
-0.006343916058540344,0.0043502734042704105,0.0037209687288850546
-0.003992877434939146,0.0046602655202150345,0.001210673013702035
-0.0038631814531981945,0.006657902617007494,0.0008466189028695226
-0.003925233148038387,0.007457117084413767,0.004003263544291258
-0.004448544234037399,0.004734035115689039,0.0009379653492942452
-0.0044229780323803425,0.00818203017115593,0.0012000204296782613
-0.00392762990668416,0.0037790255155414343,0.0014066817238926888
-0.0057401773519814014,0.006186523009091616,0.004577441141009331
-0.004476773552596569,0.005241899751126766,0.004396612755954266
-0.003117230022326112,0.005252819042652845,0.0034525219816714525
-0.005161206237971783,0.00481339730322361,0.00358834327198565
-0.004520183429121971,0.006846454460173845,0.0011544802691787481
-0.004736964590847492,0.006985205225646496,0.003977963700890541
-0.0037942056078463793,0.007305849809199572,0.0030248183757066727
-0.004832039587199688,0.0048437574878335,0.004354534670710564
-0.004801679402589798,0.003832022426649928,0.004546015989035368
-0.0009355684742331505,0.014939534477889538,0.0025630262680351734
0.0952969565987587,-0.07219456881284714,0.19641931354999542
2.289616584777832,0.24328988790512085,-0.49900394678115845
5.298973560333252,1.4542313814163208,0.548494815826416
2.8331620693206787,0.4313980042934418,-1.0052647590637207
-0.560461699962616,0.2767746150493622,-2.091655731201172
-0.02448403835296631,1.236736536026001,-0.1672808676958084
1.1149728298187256,0.1679823398590088,0.2770571708679199
0.010546917095780373,-0.5097165107727051,0.14776629209518433
-0.09345138818025589,0.07882744073867798,0.6349207758903503
0.06842006742954254,-0.03716893866658211,0.04616376757621765
0.026749854907393456,-0.07059667259454727,0.14830398559570312
0.200448676943779,-0.07280576229095459,0.32564041018486023
-3.0980803966522217,-1.450180172920227,4.429266452789307
-1.6246864795684814,-0.085158571600914,-0.07493389397859573
0.06023085117340088,-0.020719127729535103,0.14867736399173737
-0.1102849617600441,-0.09332168847322464,-1.8734354972839355
